x1,x2,predicted_crop_code
16.37420451,9.646409692,1
58.34659239,54.82479217,2
58.27626815,49.52488641,2
1.687387458,38.06857978,1
46.54240948,59.34942911,2
80.22807944,69.95235898,2
61.93146423,59.16308555,2
54.65694849,8.043978908,3
75.12005231,17.30865113,3
49.18806962,49.52461609,2
42.6574439,59.30194363,2
31.49207058,17.42038185,1
56.09738364,58.09673929,2
68.96006602,46.04823846,2
61.07640503,27.79275637,3
16.76770731,38.99123587,1
18.339751,51.3845322,2
78.48070014,61.99437687,2
2.935401087,40.11495405,1
39.85182,23.15169999,3
52.543586,52.51646188,2
22.19269648,42.6094767,1
30.82763284,11.82466089,1
34.24340112,48.13140309,2
87.29147785,65.29314,2
52.75572421,24.62563526,3
12.23435203,3.864880971,1
56.15324942,43.97250028,2
28.85054363,57.51230439,2
16.3311737,0.572326269,1
1.010188782,23.70556769,1
20.66614244,3.460398096,1
56.66059991,11.69055194,3
17.60353159,54.75523189,2
8.767075901,2.811919565,1
44.44939393,52.22361113,2
1.271041367,10.23139781,1
0.647180582,41.76139963,1
55.04817083,53.72683877,2
2.155915187,13.03187936,1
19.73009026,-2.959840536,1
35.95030946,54.52894276,2
2.427590473,35.03380841,1
10.66695443,7.504736847,1
35.81248899,42.31729534,2
55.42535992,12.67995176,3
50.34823399,27.04927629,3
21.12103266,34.55949423,1
6.031238342,20.42105359,1
73.04320109,26.61031333,3
58.80172113,32.27789838,3
53.76211864,41.13011949,2
41.97270074,55.4933509,2
10.1160636,39.57662714,1
18.704384,28.45277329,1
18.11731849,32.25801496,1
33.45505779,16.48754834,1
62.11372761,53.11411832,2
53.55287297,47.52737309,2
21.01950086,20.0318953,1
27.49744522,27.99078996,1
57.4810781,47.87262136,2
49.8041344,6.791173565,3
31.20358589,38.03947207,2
63.09931455,53.55979656,2
8.019600527,5.744322244,1
17.31594813,8.842200795,1
36.9425675,56.64320536,2
54.6087041,17.08981476,3
72.48044355,13.97237506,3
29.53417511,38.03750532,2
81.39833844,62.05097156,2
13.25237075,6.15069037,1
15.60184625,36.53805658,1
55.75095266,18.41807931,3
18.56767046,29.15348498,1
41.07622692,16.20518653,3
13.9942773,40.12743799,1
55.53143544,34.40694032,2
29.87019955,28.46266324,1
61.20771048,52.81421816,2
38.11291807,42.57202563,2
48.25543208,8.545899489,3
19.32657576,21.8276322,1
29.29347617,56.53930949,2
58.74521926,53.83405423,2
17.10342159,31.13587269,1
13.36753776,-7.281473012,1
39.29358592,46.97516401,2
9.586055904,5.987855102,1
51.49662607,47.2018302,2
10.89689559,14.83264485,1
62.40701653,56.81954749,2
4.833756052,35.72675386,1
59.6297892,17.45867528,3
29.78221555,47.30728679,2
21.37008392,25.59498624,1
48.35700179,45.46990259,2
38.26498219,6.288740954,3
38.64767416,21.2689751,3
44.02904813,36.69097847,2
21.97505886,56.88650541,2
3.859470401,11.63508975,1
56.25887211,24.34913842,3
50.44781138,45.81483843,2
41.65340335,38.02569762,2
12.64899586,18.54339522,1
3.93164273,19.05488657,1
65.42591894,14.99381988,3
16.90820182,8.704934917,1
21.27985956,47.19777743,2
52.10833964,58.16185549,2
9.012845432,9.523834676,1
8.102542388,10.69111038,1
22.85081959,46.70641686,2
76.45786643,46.54206024,2
34.15571411,49.69350494,2
20.10270518,20.73117293,1
70.04058488,45.04116789,2
23.29282329,17.48944734,1
26.50942098,20.88531823,1
55.70879173,12.29958769,3
0.776403625,26.69642122,1
58.52579975,38.04006547,2
61.83693647,59.00480123,2
66.78136563,45.14196305,2
45.01916789,43.49983017,2
81.05026126,54.16612978,2
25.31840511,54.42584917,2
68.89804923,62.42096574,2
58.56319567,3.609591425,3
30.54940254,46.80971235,2
6.195522247,13.12908988,1
18.92753394,25.2557106,1
27.78797061,56.27282653,2
7.646415321,34.51162517,1
15.59259759,22.73159364,1
46.38268123,56.84814964,2
46.64204378,46.79193848,2
55.82216122,30.731916,3
9.547796466,41.84711974,1
25.60914709,49.58322175,2
39.0557024,59.02617926,2
53.30945933,7.958273888,3
50.91203879,49.06523235,2
13.64353264,43.63679035,1
18.89170957,1.066031138,1
33.05943412,56.47454209,2
50.62970393,42.05888844,2
55.31776118,42.95781693,2
17.79215413,14.6126174,1
70.05074793,38.6143405,2
21.80789581,7.271139963,1
62.03671028,30.83492365,3
48.90500718,43.29805025,2
49.67920824,45.53260665,2
56.28824298,39.67527691,2
59.01966288,53.90549723,2
15.28123418,20.9736101,1
44.54989094,43.212164,2
48.73257955,55.897905,2
24.87711729,21.86685657,1
27.58080141,19.97572486,1
63.11763856,35.031484,2
66.61387961,58.3077485,2
53.62446338,40.40439614,2
35.80949098,48.08409381,2
56.18220245,41.15534539,2
46.83582741,47.33304762,2
24.44635828,50.74629851,2
39.29860882,28.18756304,3
63.20780869,44.63609103,2
0.585539064,37.79360447,1
49.96498434,44.14029771,2
56.67604951,62.49334185,2
2.948905059,38.78318223,1
16.60868668,39.3273514,1
46.91628243,17.32903353,3
49.68220247,59.59652705,2
